text,label,input_ids,attention_mask,merged_label
i thought id talk today about getting cold feet im sure every bride will know that feeling when hubby to be did something that reeeeeeeeally pissed us off and we start yelling that we just cant do this anymore i cant marry someone like you,3,"[101, 1045, 2245, 8909, 2831, 2651, 2055, 2893, 3147, 2519, 10047, 2469, 2296, 8959, 2097, 2113, 2008, 3110, 2043, 9594, 3762, 2000, 2022, 2106, 2242, 2008, 2128, 4402, 4402, 4402, 15879, 2135, 9421, 2149, 2125, 1998, 2057, 2707, 13175, 2008, 2057, 2074, 2064, 2102, 2079, 2023, 4902, 1045, 2064, 2102, 5914, 2619, 2066, 2017, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0
i feel like there isnt any dirty oil left on my skin after using this to clog my pores or make my skin oily towards the end of the day,0,"[101, 1045, 2514, 2066, 2045, 3475, 2102, 2151, 6530, 3514, 2187, 2006, 2026, 3096, 2044, 2478, 2023, 2000, 18856, 8649, 2026, 18499, 2229, 2030, 2191, 2026, 3096, 3514, 2100, 2875, 1996, 2203, 1997, 1996, 2154, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i wouldn t make too big of a deal out of the situation you found your daughter in unless you feel prompted to not fearful,4,"[101, 1045, 2876, 1056, 2191, 2205, 2502, 1997, 1037, 3066, 2041, 1997, 1996, 3663, 2017, 2179, 2115, 2684, 1999, 4983, 2017, 2514, 9469, 2000, 2025, 19725, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i get frustrated when i know that some of the things i am thinking or feeling are very very petty so i try and limit myself to opinions that have some sort of validity,3,"[101, 1045, 2131, 10206, 2043, 1045, 2113, 2008, 2070, 1997, 1996, 2477, 1045, 2572, 3241, 2030, 3110, 2024, 2200, 2200, 11612, 2061, 1045, 3046, 1998, 5787, 2870, 2000, 10740, 2008, 2031, 2070, 4066, 1997, 16406, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i look into the news especially at these unsettling times sometimes i just feel so burdened to pray and cry out to god for the nations,0,"[101, 1045, 2298, 2046, 1996, 2739, 2926, 2012, 2122, 4895, 21678, 2989, 2335, 2823, 1045, 2074, 2514, 2061, 10859, 2098, 2000, 11839, 1998, 5390, 2041, 2000, 2643, 2005, 1996, 3741, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i feel like all women are witches in someway why do we have to be tortured for being beautiful and powerful,3,"[101, 1045, 2514, 2066, 2035, 2308, 2024, 12566, 1999, 2070, 4576, 2339, 2079, 2057, 2031, 2000, 2022, 12364, 2005, 2108, 3376, 1998, 3928, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i really feel rotten and my ear hurts so bad but i still managed to work out days and really push the intensity,0,"[101, 1045, 2428, 2514, 11083, 1998, 2026, 4540, 13403, 2061, 2919, 2021, 1045, 2145, 3266, 2000, 2147, 2041, 2420, 1998, 2428, 5245, 1996, 8015, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i feel very delighted for my stay here in manila is nearing its end and feel so down for the same reason,1,"[101, 1045, 2514, 2200, 15936, 2005, 2026, 2994, 2182, 1999, 9011, 2003, 23454, 2049, 2203, 1998, 2514, 2061, 2091, 2005, 1996, 2168, 3114, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
i feel strongly that what you identify as the priority must be respected and explored in counselling,1,"[101, 1045, 2514, 6118, 2008, 2054, 2017, 6709, 2004, 1996, 9470, 2442, 2022, 9768, 1998, 10641, 1999, 9517, 2989, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
i feel if i say anything it just makes me look petty,3,"[101, 1045, 2514, 2065, 1045, 2360, 2505, 2009, 2074, 3084, 2033, 2298, 11612, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i can feel the amused smile that tugs at my lips,1,"[101, 1045, 2064, 2514, 1996, 11770, 2868, 2008, 29306, 2012, 2026, 2970, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
i feel so uptight and tense,4,"[101, 1045, 2514, 2061, 2039, 26143, 1998, 9049, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i feel that this community s most beloved living our lives gold or silver nest as their grass nest long time ago our house is divided now called the commercial housing,2,"[101, 1045, 2514, 2008, 2023, 2451, 1055, 2087, 11419, 2542, 2256, 3268, 2751, 2030, 3165, 9089, 2004, 2037, 5568, 9089, 2146, 2051, 3283, 2256, 2160, 2003, 4055, 2085, 2170, 1996, 3293, 3847, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
i get so irritated with the fact that i am a feeling emotional person but can t cope with feelings of rejection,0,"[101, 1045, 2131, 2061, 15560, 2007, 1996, 2755, 2008, 1045, 2572, 1037, 3110, 6832, 2711, 2021, 2064, 1056, 11997, 2007, 5346, 1997, 13893, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i was constantly complaining of not feeling so hot,2,"[101, 1045, 2001, 7887, 17949, 1997, 2025, 3110, 2061, 2980, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
i feel like my casual nonchalant attitude is easi,1,"[101, 1045, 2514, 2066, 2026, 10017, 2512, 18598, 4630, 7729, 2003, 19413, 5332, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
i can t justify i get a little annoyed when non diabetics say they have low blood sugar because i imagine their low blood sugars don t feel as terrible as mine do,0,"[101, 1045, 2064, 1056, 16114, 1045, 2131, 1037, 2210, 11654, 2043, 2512, 22939, 20915, 6558, 2360, 2027, 2031, 2659, 2668, 5699, 2138, 1045, 5674, 2037, 2659, 2668, 5699, 2015, 2123, 1056, 2514, 2004, 6659, 2004, 3067, 2079, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i didn t mean to sound as though i feel offended i meant it as a joke guess people didn t get it haha,3,"[101, 1045, 2134, 1056, 2812, 2000, 2614, 2004, 2295, 1045, 2514, 15807, 1045, 3214, 2009, 2004, 1037, 8257, 3984, 2111, 2134, 1056, 2131, 2009, 5292, 3270, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i remember the same giddy feeling of contented good fortune lucky lucky me here safe in our cozy home watching my fabulous man head off for the day knowing he ll be coming home to me in a few hours,1,"[101, 1045, 3342, 1996, 2168, 21025, 14968, 3110, 1997, 4180, 2098, 2204, 7280, 5341, 5341, 2033, 2182, 3647, 1999, 2256, 26931, 2188, 3666, 2026, 18783, 2158, 2132, 2125, 2005, 1996, 2154, 4209, 2002, 2222, 2022, 2746, 2188, 2000, 2033, 1999, 1037, 2261, 2847, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
i feel pathetic and i want to push myself but the idea of chicken mince wheat free pasta rice spelt bread and fruit sorbet is quite scary,0,"[101, 1045, 2514, 17203, 1998, 1045, 2215, 2000, 5245, 2870, 2021, 1996, 2801, 1997, 7975, 8117, 3401, 10500, 2489, 24857, 5785, 11867, 20042, 7852, 1998, 5909, 2061, 15185, 3388, 2003, 3243, 12459, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i said feeling strange uttering those words but space flight was still a pretty novel way of traveling in my time,4,"[101, 1045, 2056, 3110, 4326, 14395, 2075, 2216, 2616, 2021, 2686, 3462, 2001, 2145, 1037, 3492, 3117, 2126, 1997, 7118, 1999, 2026, 2051, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i was in a really good mood at work and was feeling playful,1,"[101, 1045, 2001, 1999, 1037, 2428, 2204, 6888, 2012, 2147, 1998, 2001, 3110, 18378, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
i mean as a group thing it felt good to get in there and add something relevant for us but im still not really feeling delicious as a tool for me,1,"[101, 1045, 2812, 2004, 1037, 2177, 2518, 2009, 2371, 2204, 2000, 2131, 1999, 2045, 1998, 5587, 2242, 7882, 2005, 2149, 2021, 10047, 2145, 2025, 2428, 3110, 12090, 2004, 1037, 6994, 2005, 2033, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
i was going crazy thank god i have a craving for fruits and chocolate it made me go out in the cold with a gross wind blowing in my neck feeling mad and angry and crappy,3,"[101, 1045, 2001, 2183, 4689, 4067, 2643, 1045, 2031, 1037, 26369, 2005, 10962, 1998, 7967, 2009, 2081, 2033, 2175, 2041, 1999, 1996, 3147, 2007, 1037, 7977, 3612, 11221, 1999, 2026, 3300, 3110, 5506, 1998, 4854, 1998, 10231, 7685, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i feel so weird and scattered with all wonders about a million different things,4,"[101, 1045, 2514, 2061, 6881, 1998, 7932, 2007, 2035, 16278, 2055, 1037, 2454, 2367, 2477, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i feel like theyre perfect if youre too lazy to fix your hair,1,"[101, 1045, 2514, 2066, 2027, 2890, 3819, 2065, 2115, 2063, 2205, 13971, 2000, 8081, 2115, 2606, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
i didnt feel that it was strong enough to stop me from turning into a strawberry by the end of my holiday,1,"[101, 1045, 2134, 2102, 2514, 2008, 2009, 2001, 2844, 2438, 2000, 2644, 2033, 2013, 3810, 2046, 1037, 16876, 2011, 1996, 2203, 1997, 2026, 6209, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
i guess were annoyed agiatated and my sis feels hated darn cos i told her shes a geek i love you amy,3,"[101, 1045, 3984, 2020, 11654, 12943, 2401, 16238, 1998, 2026, 24761, 5683, 6283, 18243, 2078, 2522, 2015, 1045, 2409, 2014, 2016, 2015, 1037, 29294, 1045, 2293, 2017, 6864, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i think writing like this will be more fun and fulfilling and i think that when i do decide to introduce b to my blog it will feel positive and overall more balanced,1,"[101, 1045, 2228, 3015, 2066, 2023, 2097, 2022, 2062, 4569, 1998, 21570, 1998, 1045, 2228, 2008, 2043, 1045, 2079, 5630, 2000, 8970, 1038, 2000, 2026, 9927, 2009, 2097, 2514, 3893, 1998, 3452, 2062, 12042, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
i feel like i am one of the most confident people around but maybe my confidence in certain things is not the same confidence i have in myself as a human being,1,"[101, 1045, 2514, 2066, 1045, 2572, 2028, 1997, 1996, 2087, 9657, 2111, 2105, 2021, 2672, 2026, 7023, 1999, 3056, 2477, 2003, 2025, 1996, 2168, 7023, 1045, 2031, 1999, 2870, 2004, 1037, 2529, 2108, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
i may pour out the half empty cup here i will still be making significantly less than i was making at the age of fresh out of college is an entire dollar and some change more an hour which feels like sweet desperate progress,1,"[101, 1045, 2089, 10364, 2041, 1996, 2431, 4064, 2452, 2182, 1045, 2097, 2145, 2022, 2437, 6022, 2625, 2084, 1045, 2001, 2437, 2012, 1996, 2287, 1997, 4840, 2041, 1997, 2267, 2003, 2019, 2972, 7922, 1998, 2070, 2689, 2062, 2019, 3178, 2029, 5683, 2066, 4086, 7143, 5082, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
im not feeling pissed off about picking up those toys,3,"[101, 10047, 2025, 3110, 9421, 2125, 2055, 8130, 2039, 2216, 10899, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i definitely felt scared which made me feel vulnerable and i hated that,4,"[101, 1045, 5791, 2371, 6015, 2029, 2081, 2033, 2514, 8211, 1998, 1045, 6283, 2008, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i feel heartless in saying so though,3,"[101, 1045, 2514, 2540, 3238, 1999, 3038, 2061, 2295, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
i mane is feeling generous and releases his new lp diary of a trap god for free,1,"[101, 1045, 23055, 2003, 3110, 12382, 1998, 7085, 2010, 2047, 6948, 9708, 1997, 1037, 8132, 2643, 2005, 2489, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
